OBJECTID,shortest_dist
100811,1205.73
100812,795.22
100813,1973.67
100814,165.0
100815,1849.43
100816,1704.61
100817,1840.46
100818,1366.82
100819,1348.84
100820,1718.47
100821,1713.1
100822,2108.75
100823,1810.03
100824,2111.37
100825,1323.44
100826,1705.17
100827,1771.66
100828,1606.86
100829,1739.18
100830,1115.76
100831,2146.25
100832,712.08
100833,2235.23
100834,1326.53
100835,1666.45
100836,2175.69
100837,1601.5
100838,2134.48
100839,158.03
100840,246.7
100841,2116.23
100842,1300.01
100843,1723.99
100844,401.7
100845,1256.75
100846,1627.49
100847,1531.16
100848,1244.87
100849,2054.69
100850,1256.5
100851,1707.5
100852,1636.47
100853,1639.26
100854,1668.94
100855,648.81
100856,1230.99
100857,1269.11
100858,2123.12
100859,416.92
100860,1721.88
100861,1665.85
100862,1625.52
100863,2122.76
100864,2145.77
100865,1419.55
100866,426.24
100867,2151.43
100868,1387.23
100869,1768.41
100870,1284.35
100871,637.73
100872,1368.12
100873,1873.18
100874,1267.58
100875,2216.56
100876,1435.34
100877,2135.97
100878,1885.55
100879,2068.76
100880,1430.85
100881,1645.62
100882,1617.51
100883,2216.65
100884,2106.36
100885,247.47
100886,1717.38
100887,1637.27
100888,185.42
100889,227.03
100890,716.58
100891,868.01
100892,2235.02
100893,1729.84
100894,1725.0
100895,1744.33
100896,262.24
100897,1361.35
100898,2045.52
100899,2185.72
100900,1646.46
100901,439.88
100902,1377.81
100903,1622.75
100904,2121.94
100905,1638.66
100906,954.31
100907,1314.72
100908,2057.58
100909,2232.81
100910,1835.68
100911,1616.48
100912,270.52
100913,1316.34
100914,157.88
100915,2074.49
100916,641.47
100917,1369.71
100918,2006.06
100919,2012.97
100920,840.51
100921,2127.92
100922,1961.4
100923,1659.57
100924,1150.62
100925,2051.69
100926,1624.77
100927,1718.43
100928,1658.27
100929,1979.79
100930,728.6
100931,2109.13
100932,1326.3
100933,1213.01
100934,1553.47
100935,645.12
100936,2137.83
100937,335.08
100938,1768.64
100939,1631.66
100940,1100.11
100941,1844.98
100942,2129.74
100943,1864.86
100944,2141.59
100945,793.7
100946,1143.11
100947,1643.14
100948,1375.18
100949,1357.52
100950,1588.42
100951,2119.36
100952,1781.96
100953,1393.33
100954,1889.1
100955,2108.29
100956,1628.84
100957,1729.94
100958,1259.89
100959,978.22
100960,1774.73
100961,2147.82
100962,1552.43
100963,1699.29
100964,2099.2
100965,2114.75
100966,1715.16
100967,1018.81
100968,1152.57
100969,2036.13
100970,2104.94
100971,2122.69
100972,1972.62
100973,1715.06
100974,2104.01
100975,1627.22
100976,1654.47
100977,2098.72
100978,2018.9
100979,2176.91
100980,1387.1
100981,1641.66
100982,1662.73
100983,1817.5
100984,1620.97
100985,1658.66
100986,2043.13
100987,1633.2
100988,1776.61
100989,1728.96
100990,1630.19
100991,2081.3
100992,1778.0
100993,1572.36
100994,1761.1
100995,1718.01
100996,1321.93
100997,2052.82
100998,1768.35
100999,1977.8
101000,1703.92
101001,1254.97
101002,1273.09
101003,2086.9
101004,1578.87
101005,1234.45
101006,2115.7
101007,1651.01
101008,1737.46
101009,1570.63
101010,2069.55
101011,2127.72
101012,1594.97
101013,1267.84
101014,1751.52
101015,1761.35
101016,1198.71
101017,1842.75
101018,1749.05
101019,1780.91
101020,2121.47
101021,1710.89
101022,1751.42
101023,1631.63
101024,1615.63
101025,2010.86
101026,2036.52
101027,2146.42
101028,1309.01
101029,1655.18
101030,1548.43
101031,1725.85
101032,2032.26
101033,1464.99
101034,1876.42
101035,1621.38
101036,2202.99
101037,2134.32
101038,2076.3
101039,1643.76
101040,1658.53
101041,1773.42
101042,1220.3
101043,1712.76
101044,1957.32
101045,1785.99
101046,2091.92
101047,1384.25
101048,1625.23
101049,2217.53
101050,1720.46
101051,1728.58
101052,2125.96
101053,1621.52
101054,2105.72
101055,1645.82
101056,1193.96
101057,1617.12
101058,1711.02
101059,1704.83
101060,2149.81
101061,1717.58
101062,2114.8
101063,1694.16
101064,1759.16
101065,1683.49
101066,1662.81
101067,1640.09
101068,2002.66
101069,1842.59
101070,1870.05
101071,1287.73
101072,1820.11
101073,1848.92
101074,1274.92
101075,1643.82
101076,1529.09
101077,1366.34
101078,1253.97
101079,2006.97
101080,1319.1
101081,1636.65
101082,1712.7
101083,1257.78
101084,1620.73
101085,2120.07
101086,1623.83
101087,1229.47
101088,1718.59
101089,1700.28
101090,1266.01
101091,1560.28
101092,1743.78
101093,2259.86
101094,1309.18
101095,1616.59
101096,1981.57
101097,2181.1
101098,1730.54
101099,2145.67
101100,1870.5
101101,1077.93
101102,1092.42
101103,1080.1
101104,1089.63
101105,1096.31
101106,1090.01
101107,1075.76
101108,1060.9
101109,1167.27
101110,1266.16
101111,1236.44
101112,1364.39
101113,471.5
101114,1103.63
101115,1073.02
101116,1980.5
101117,2209.42
101118,1076.38
101119,1071.21
101120,1865.99
101121,1309.32
101122,1082.31
101123,1862.1
101124,1253.78
101125,2198.58
101126,500.05
101127,1073.58
101128,1197.65
101129,546.77
101130,1329.05
101131,1882.69
101132,1850.14
101133,1717.22
101134,1268.16
101135,496.5
101136,1857.52
101137,2114.0
101138,987.95
101139,1225.84
101140,1834.78
101141,1846.42
101142,1719.02
101143,1683.83
101144,2100.48
101145,1344.0
101146,1062.59
101147,1111.42
101148,1229.99
101149,1323.85
101150,1298.3
101151,1070.73
101152,1272.84
101153,3267.26
101154,1838.24
101155,1284.55
101156,2097.57
101157,1060.83
101158,1847.63
101159,608.77
101160,766.15
101161,741.72
101162,2216.84
101163,2107.86
101164,1230.41
101165,1077.99
101166,1274.26
101167,1254.9
101168,1812.86
101169,1893.64
101170,2112.24
101171,1250.82
101172,2119.19
101173,1298.18
101174,1217.16
101175,2130.35
101176,2162.25
101177,810.51
101178,1105.59
101179,1857.36
101180,1018.56
101181,1250.08
101182,838.72
101183,1753.43
101184,2127.73
101185,488.08
101186,1334.19
101187,1898.5
101188,1852.95
101189,2104.42
101190,1276.37
101191,1731.33
101192,1226.58
101193,1829.85
101194,1713.73
101195,2165.57
101196,475.51
101197,1841.34
101198,765.51
101199,1263.8
101200,1225.78
101201,1261.02
101202,1749.02
101203,417.01
101204,2104.17
101205,1968.99
101206,1028.76
101207,1354.46
101208,1847.66
101209,1314.76
101210,1887.17
101211,1976.31
101212,1894.0
101213,2009.24
101214,814.24
101215,2122.06
101216,1834.76
101217,1260.4
101218,2003.35
101219,2033.07
101220,2131.83
101221,1879.65
101222,1082.23
101223,1842.53
101224,1842.11
101225,1242.76
101226,2151.53
101227,1861.68
101228,1832.45
101229,2110.89
101230,2110.0
101231,687.2
101232,2129.51
101233,1266.16
101234,1723.05
101235,2120.98
101236,1305.7
101237,1316.93
101238,1071.35
101239,981.9
101240,1834.65
101241,1247.08
101242,1284.39
101243,720.52
101244,538.92
101245,1312.88
101246,1731.94
101247,415.58
101248,2078.87
101249,2148.06
101250,2036.19
101251,1283.46
101252,1268.56
101253,2125.65
101254,1741.67
101255,1711.93
101256,2107.5
101257,1267.59
101258,2063.72
101259,1826.03
101260,1073.04
101261,1838.58
101262,1868.79
101263,2088.11
101264,1890.91
101265,1879.14
101266,2039.22
101267,1724.14
101268,2036.38
101269,2090.74
101270,1284.87
101271,2067.37
101272,1849.39
101273,2171.97
101274,684.69
101275,1838.95
101276,1866.23
101277,1836.6
101278,780.29
101279,1863.95
101280,1845.14
101281,2147.61
101282,247.6
101283,1879.62
101284,1238.89
101285,1181.44
101286,1736.36
101287,2132.11
101288,1843.94
101289,1919.45
101290,2124.9
101291,1237.34
101292,2073.84
101293,1287.06
101294,2117.56
101295,2233.14
101296,1870.86
101297,806.99
101298,2057.81
101299,1891.84
101300,433.26
101301,2122.02
101302,263.16
101303,1741.02
101304,898.45
101305,1758.45
101306,1866.8
101307,1855.69
101308,2039.62
101309,675.91
101310,1885.55
101311,1022.78
101312,1726.0
101313,1277.4
101314,1329.76
101315,1746.73
101316,2127.56
101317,2187.1
101318,2205.06
101319,937.8
101320,1279.36
101321,2121.44
101322,2115.49
101323,1839.3
101324,1976.82
101325,1329.29
101326,1185.75
101327,1255.21
101328,2094.73
101329,1309.55
101330,2113.48
101331,2175.04
101332,2109.85
101333,1096.18
101334,432.37
101335,1378.35
101336,1789.32
101337,2113.22
101338,2120.69
101339,2042.44
101340,520.63
101341,1882.94
101342,179.93
101343,2111.05
101344,1538.14
101345,2083.94
101346,2029.82
101347,791.92
101348,1222.47
101349,2111.18
101350,1872.14
101351,1376.95
101352,822.65
101353,1251.67
101354,1183.06
101355,1269.67
101356,1694.01
101357,966.77
101358,1619.09
101359,594.57
101360,1310.03
101361,1794.59
101362,2136.68
101363,2121.26
101364,1966.86
101365,1184.03
101366,2007.89
101367,1248.02
101368,925.35
101369,2156.71
101370,1369.98
101371,825.67
101372,1970.35
101373,2110.48
101374,1302.7
101375,1866.88
101376,1981.93
101377,2011.84
101378,1031.21
101379,1065.93
101380,1722.5
101381,1860.73
101382,1894.24
101383,1887.17
101384,1856.18
101385,2101.18
101386,2196.66
101387,1716.79
101388,1376.64
101389,2053.37
101390,1720.64
101391,1461.81
101392,1867.86
101393,2040.69
101394,1320.37
101395,2170.69
101396,2062.03
101397,1369.72
101398,2150.72
101399,2219.93
101400,1929.0
101401,1749.06
101402,2058.4
101403,1837.66
101404,1464.39
101405,1973.74
101406,2115.39
101407,2112.2
101408,2018.95
101409,1725.22
101410,2036.99
101411,1858.57
101412,1251.78
101413,1706.23
101414,1843.59
101415,2068.45
101416,2192.04
101417,2016.59
101418,2018.27
101419,1353.18
101420,1199.93
101421,2014.42
101422,1276.32
101423,1873.64
101424,2103.67
101425,2054.4
101426,2185.7
101427,1839.84
101428,2046.41
101429,1464.04
101430,2115.47
101431,2114.44
101432,2111.31
101433,1854.61
101434,2126.86
101435,1799.77
101436,1281.36
101437,2031.86
101438,1838.67
101439,1722.84
101440,1933.85
101441,2105.35
101442,2111.04
101443,2213.67
101444,2096.23
101445,2114.77
101446,1999.07
101447,1840.15
101448,2124.02
101449,2122.83
101450,2136.09
101451,1306.35
101452,1719.27
101453,2091.6
101454,1861.22
101455,1197.81
101456,2177.04
101457,2178.92
101458,1738.51
101459,2217.4
101460,1390.13
101461,2017.19
101462,2016.32
101463,1723.52
101464,2014.73
101465,1657.98
101466,2047.44
101467,1727.92
101468,2199.93
101469,2122.2
101470,2025.75
101471,1246.68
101472,1826.69
101473,1381.36
101474,2147.35
101475,1735.03
101476,1710.78
101477,2053.47
101478,2108.69
101479,1881.8
101480,1846.64
101481,1833.11
101482,2118.33
101483,1529.34
101484,1839.14
101485,1299.36
101486,1846.42
101487,1679.77
101488,1882.64
101489,1236.92
101490,1365.26
101491,1823.67
101492,1312.62
101493,1367.85
101494,1230.66
101495,1384.37
101496,1815.58
101497,1553.42
101498,2215.42
101499,1556.3
101500,2019.94
101501,1867.78
101502,1863.63
101503,1975.38
101504,1835.24
101505,2068.63
101506,1860.87
101507,1155.54
101508,1981.84
101509,2140.13
101510,889.95
101511,2174.65
101512,989.58
101513,2184.87
101514,1871.02
101515,2119.53
101516,2198.1
101517,1740.09
101518,407.38
101519,836.36
101520,267.06
101521,2161.61
101522,923.22
101523,977.48
101524,933.77
101525,1840.63
101526,2098.96
101527,1840.25
101528,1881.69
101529,819.33
101530,1846.13
101531,883.69
101532,2197.54
101533,1080.84
101534,947.02
101535,668.79
101536,2275.93
101537,1607.44
101538,551.14
101539,1604.73
101540,1312.01
101541,2066.27
101542,1317.32
101543,1236.4
101544,947.88
101545,1593.73
101546,1824.19
101547,520.29
101548,1718.01
101549,839.79
101550,1973.26
101551,1588.12
101552,1597.17
101553,1726.95
101554,1711.55
101555,2098.15
101556,1984.93
101557,2123.13
101558,2179.52
101559,2162.31
101560,548.33
101561,2065.69
101562,405.98
101563,1845.19
101564,2202.69
101565,920.34
101566,1862.07
101567,2197.51
101568,1885.2
101569,2108.15
101570,1756.08
101571,1319.45
101572,1001.42
101573,946.11
101574,741.74
101575,663.34
101576,1890.92
101577,1831.76
101578,1725.58
101579,2122.17
101580,823.47
101581,224.13
101582,2193.39
101583,753.39
101584,1848.69
101585,2119.56
101586,1862.07
101587,404.88
101588,973.92
101589,367.41
101590,950.22
101591,2131.36
101592,940.75
101593,1580.01
101594,1853.5
101595,292.89
101596,2067.24
101597,1728.65
101598,1856.34
101599,1590.7
101600,1990.13
101601,2187.09
101602,2059.47
101603,1962.52
101604,945.24
101605,1838.29
101606,2168.67
101607,980.05
101608,1863.94
101609,1342.54
101610,841.07
101611,1256.0
101612,252.86
101613,1158.77
101614,2115.02
101615,517.98
101616,595.95
101617,2087.09
101618,2086.69
101619,955.36
101620,1850.53
101621,1842.48
101622,1281.22
101623,964.97
101624,1952.65
101625,1552.83
101626,1600.81
101627,1726.34
101628,898.88
101629,2142.9
101630,1002.49
101631,1895.01
101632,2079.17
101633,2008.74
101634,2171.75
101635,825.94
101636,2104.62
101637,1586.7
101638,1287.55
101639,1746.95
101640,1853.51
101641,2176.24
101642,2103.78
101643,183.97
101644,1752.64
101645,976.36
101646,2118.25
101647,1856.31
101648,1608.36
101649,1647.86
101650,2004.52
101651,2057.15
101652,730.78
101653,1591.01
101654,371.82
101655,401.95
101656,1149.1
101657,2132.1
101658,1979.31
101659,1749.23
101660,1979.17
101661,2083.27
101662,1722.69
101663,940.83
101664,2155.87
101665,1720.61
101666,1875.99
101667,2074.91
101668,2100.62
101669,1594.7
101670,2191.24
101671,1785.29
101672,2027.74
101673,1320.84
101674,1880.52
101675,1327.61
101676,1844.43
101677,1603.4
101678,1876.89
101679,2051.2
101680,918.89
101681,1680.38
101682,2113.88
101683,2117.73
101684,1882.03
101685,1828.25
101686,1597.36
101687,942.12
101688,2132.76
101689,1854.95
101690,2122.46
101691,845.11
101692,909.64
101693,733.45
101694,1726.27
101695,1916.01
101696,2056.33
101697,1886.95
101698,2166.43
101699,1722.73
101700,446.03
101701,1154.76
101702,2035.94
101703,1955.14
101704,1834.65
101705,1980.69
101706,434.45
101707,2077.61
101708,2132.72
101709,2054.77
101710,2187.54
101711,1576.81
101712,2112.95
101713,652.04
101714,1664.27
101715,2052.48
101716,1743.08
101717,1600.62
101718,414.02
101719,1583.7
101720,974.58
101721,1718.09
101722,1837.18
101723,1880.9
101724,2129.19
101725,2112.71
101726,1718.24
101727,1923.35
101728,1844.4
101729,1963.67
101730,1932.09
101731,977.76
101732,1712.65
101733,1756.72
101734,970.95
101735,1556.3
101736,2069.46
101737,2053.95
101738,1611.16
101739,1977.53
101740,1751.61
101741,2112.23
101742,953.01
101743,1713.72
101744,943.88
101745,1733.61
101746,1831.1
101747,2045.58
101748,1578.19
101749,1065.11
101750,1979.33
101751,412.37
101752,1751.69
101753,981.52
101754,2150.95
101755,2070.32
101756,1246.78
101757,2111.24
101758,1812.18
101759,1318.88
101760,1713.0
101761,2118.19
101762,2010.94
101763,687.72
101764,2067.61
101765,1654.59
101766,2034.07
101767,2139.63
101768,2173.72
101769,2125.31
101770,2117.5
101771,1668.95
101772,1872.26
101773,306.79
101774,1831.67
