site_number,parameter_code,sample_duration,date_local,aqi
0013,81102,24-HR BLK AVG,2012-07-23,32
0013,81102,24-HR BLK AVG,2012-07-24,13
0013,81102,24-HR BLK AVG,2012-07-25,9
0013,81102,24-HR BLK AVG,2012-07-26,7
0013,81102,24-HR BLK AVG,2012-07-27,6
0013,81102,24-HR BLK AVG,2012-07-28,6
0013,81102,24-HR BLK AVG,2012-07-29,15
0013,81102,24-HR BLK AVG,2012-07-30,20
0013,81102,24-HR BLK AVG,2012-07-31,11
0013,81102,24-HR BLK AVG,2012-08-01,11
0013,81102,24-HR BLK AVG,2012-08-02,13
0013,81102,24-HR BLK AVG,2012-08-03,11
0013,81102,24-HR BLK AVG,2012-08-04,15
0013,81102,24-HR BLK AVG,2012-08-05,12
0013,81102,24-HR BLK AVG,2012-08-06,16
0013,81102,24-HR BLK AVG,2012-08-07,16
0013,81102,24-HR BLK AVG,2012-08-08,16
0013,81102,24-HR BLK AVG,2012-08-09,43
0013,81102,24-HR BLK AVG,2012-08-10,28
0013,81102,24-HR BLK AVG,2012-08-11,22
0013,81102,24-HR BLK AVG,2012-08-12,18
0013,81102,24-HR BLK AVG,2012-08-13,14
0013,81102,24-HR BLK AVG,2012-08-14,19
0013,81102,24-HR BLK AVG,2012-08-15,19
0013,81102,24-HR BLK AVG,2012-08-16,36
0013,81102,24-HR BLK AVG,2012-08-17,20
0013,81102,24-HR BLK AVG,2012-08-18,19
0013,81102,24-HR BLK AVG,2012-08-19,16
0013,81102,24-HR BLK AVG,2012-08-20,19
0013,81102,24-HR BLK AVG,2012-08-21,16
0013,81102,24-HR BLK AVG,2012-08-22,12
0013,81102,24-HR BLK AVG,2012-08-23,6
0013,81102,24-HR BLK AVG,2012-08-24,14
0013,81102,24-HR BLK AVG,2012-08-25,12
0013,81102,24-HR BLK AVG,2012-08-26,11
0013,81102,24-HR BLK AVG,2012-08-27,7
0013,81102,24-HR BLK AVG,2012-08-28,10
0013,81102,24-HR BLK AVG,2012-08-29,15
0013,81102,24-HR BLK AVG,2012-08-30,19
0013,81102,24-HR BLK AVG,2012-08-31,13
0013,81102,24-HR BLK AVG,2012-09-01,10
0013,81102,24-HR BLK AVG,2012-09-02,6
0013,81102,24-HR BLK AVG,2012-09-03,10
0013,81102,24-HR BLK AVG,2012-09-04,15
0013,81102,24-HR BLK AVG,2012-09-05,19
0013,81102,24-HR BLK AVG,2012-09-06,10
0013,81102,24-HR BLK AVG,2012-09-07,12
0013,81102,24-HR BLK AVG,2012-09-08,13
0013,81102,24-HR BLK AVG,2012-09-09,13
0013,81102,24-HR BLK AVG,2012-09-10,74
0013,81102,24-HR BLK AVG,2012-09-11,10
0013,81102,24-HR BLK AVG,2012-09-12,10
0013,81102,24-HR BLK AVG,2012-09-13,13
0013,81102,24-HR BLK AVG,2012-09-14,14
0013,81102,24-HR BLK AVG,2012-09-15,12
0013,81102,24-HR BLK AVG,2012-09-16,10
0013,81102,24-HR BLK AVG,2012-09-17,16
0013,81102,24-HR BLK AVG,2012-09-18,11
0013,81102,24-HR BLK AVG,2012-09-19,13
0013,81102,24-HR BLK AVG,2012-09-20,14
0013,81102,24-HR BLK AVG,2012-09-21,16
0013,81102,24-HR BLK AVG,2012-09-22,14
0013,81102,24-HR BLK AVG,2012-09-23,13
0013,81102,24-HR BLK AVG,2012-09-24,22
0013,81102,24-HR BLK AVG,2012-09-25,19
0013,81102,24-HR BLK AVG,2012-09-26,14
0013,81102,24-HR BLK AVG,2012-09-27,15
0013,81102,24-HR BLK AVG,2012-09-28,14
0013,81102,24-HR BLK AVG,2012-09-29,16
0013,81102,24-HR BLK AVG,2012-09-30,17
0013,81102,24-HR BLK AVG,2012-10-01,14
0013,81102,24-HR BLK AVG,2012-10-02,12
0013,81102,24-HR BLK AVG,2012-10-03,20
0013,81102,24-HR BLK AVG,2012-10-04,22
0013,81102,24-HR BLK AVG,2012-10-05,31
0013,81102,24-HR BLK AVG,2012-10-06,20
0013,81102,24-HR BLK AVG,2012-10-07,15
0013,81102,24-HR BLK AVG,2012-10-08,16
0013,81102,24-HR BLK AVG,2012-10-09,13
0013,81102,24-HR BLK AVG,2012-10-10,18
0013,81102,24-HR BLK AVG,2012-10-12,6
0013,81102,24-HR BLK AVG,2012-10-13,9
0013,81102,24-HR BLK AVG,2012-10-14,10
0013,81102,24-HR BLK AVG,2012-10-15,8
0013,81102,24-HR BLK AVG,2012-10-16,7
0013,81102,24-HR BLK AVG,2012-10-17,23
0013,81102,24-HR BLK AVG,2012-10-18,20
0013,81102,24-HR BLK AVG,2012-10-19,9
0013,81102,24-HR BLK AVG,2012-10-20,14
0013,81102,24-HR BLK AVG,2012-10-21,21
0013,81102,24-HR BLK AVG,2012-10-22,52
0013,81102,24-HR BLK AVG,2012-10-23,14
0013,81102,24-HR BLK AVG,2012-10-24,10
0013,81102,24-HR BLK AVG,2012-10-25,7
0013,81102,24-HR BLK AVG,2012-10-26,11
0013,81102,24-HR BLK AVG,2012-10-27,12
0013,81102,24-HR BLK AVG,2012-10-28,8
0013,81102,24-HR BLK AVG,2012-10-29,11
0013,81102,24-HR BLK AVG,2012-10-30,15
0013,81102,24-HR BLK AVG,2012-10-31,10
0014,81102,24-HR BLK AVG,2012-05-01,32
0014,81102,24-HR BLK AVG,2012-05-02,25
0014,81102,24-HR BLK AVG,2012-05-03,30
0014,81102,24-HR BLK AVG,2012-05-04,20
0014,81102,24-HR BLK AVG,2012-05-05,38
0014,81102,24-HR BLK AVG,2012-05-06,19
0014,81102,24-HR BLK AVG,2012-05-12,21
0014,81102,24-HR BLK AVG,2012-05-13,17
0014,81102,24-HR BLK AVG,2012-05-14,31
0014,81102,24-HR BLK AVG,2012-05-15,20
0014,81102,24-HR BLK AVG,2012-05-16,29
0014,81102,24-HR BLK AVG,2012-05-17,61
0014,81102,24-HR BLK AVG,2012-05-18,42
0014,81102,24-HR BLK AVG,2012-05-19,18
0014,81102,24-HR BLK AVG,2012-05-20,16
0014,81102,24-HR BLK AVG,2012-05-21,27
0014,81102,24-HR BLK AVG,2012-05-22,33
0014,81102,24-HR BLK AVG,2012-05-23,74
0014,81102,24-HR BLK AVG,2012-05-24,55
0014,81102,24-HR BLK AVG,2012-05-25,84
0014,81102,24-HR BLK AVG,2012-05-26,17
0014,81102,24-HR BLK AVG,2012-05-27,10
0014,81102,24-HR BLK AVG,2012-05-28,16
0014,81102,24-HR BLK AVG,2012-05-29,19
0014,81102,24-HR BLK AVG,2012-05-30,19
0014,81102,24-HR BLK AVG,2012-05-31,17
0014,81102,24-HR BLK AVG,2012-06-01,20
0014,81102,24-HR BLK AVG,2012-06-02,25
0014,81102,24-HR BLK AVG,2012-06-03,28
0014,81102,24-HR BLK AVG,2012-06-04,55
0014,81102,24-HR BLK AVG,2012-06-05,44
0014,81102,24-HR BLK AVG,2012-06-06,18
0014,81102,24-HR BLK AVG,2012-06-07,18
0014,81102,24-HR BLK AVG,2012-06-08,32
0014,81102,24-HR BLK AVG,2012-06-09,52
0014,81102,24-HR BLK AVG,2012-06-10,19
0014,81102,24-HR BLK AVG,2012-06-11,17
0014,81102,24-HR BLK AVG,2012-06-12,25
0014,81102,24-HR BLK AVG,2012-06-13,22
0014,81102,24-HR BLK AVG,2012-06-14,24
0014,81102,24-HR BLK AVG,2012-06-15,23
0014,81102,24-HR BLK AVG,2012-06-16,25
0014,81102,24-HR BLK AVG,2012-06-17,19
0014,81102,24-HR BLK AVG,2012-06-18,26
0014,81102,24-HR BLK AVG,2012-06-19,32
0014,81102,24-HR BLK AVG,2012-06-20,21
0014,81102,24-HR BLK AVG,2012-06-21,42
0014,81102,24-HR BLK AVG,2012-06-22,45
0014,81102,24-HR BLK AVG,2012-06-23,28
0014,81102,24-HR BLK AVG,2012-06-24,18
0014,81102,24-HR BLK AVG,2012-06-25,19
0014,81102,24-HR BLK AVG,2012-06-26,20
0014,81102,24-HR BLK AVG,2012-06-27,21
0014,81102,24-HR BLK AVG,2012-06-28,19
0014,81102,24-HR BLK AVG,2012-06-29,17
0014,81102,24-HR BLK AVG,2012-06-30,22
0014,81102,24-HR BLK AVG,2012-07-01,19
0014,81102,24-HR BLK AVG,2012-07-02,21
0014,81102,24-HR BLK AVG,2012-07-03,28
0014,81102,24-HR BLK AVG,2012-07-04,39
0014,81102,24-HR BLK AVG,2012-07-05,19
0014,81102,24-HR BLK AVG,2012-07-06,15
0014,81102,24-HR BLK AVG,2012-07-07,15
0014,81102,24-HR BLK AVG,2012-07-08,12
0014,81102,24-HR BLK AVG,2012-07-09,15
0014,81102,24-HR BLK AVG,2012-07-10,22
0014,81102,24-HR BLK AVG,2012-07-11,35
0014,81102,24-HR BLK AVG,2012-07-12,65
0014,81102,24-HR BLK AVG,2012-07-13,15
0014,81102,24-HR BLK AVG,2012-07-14,12
0014,81102,24-HR BLK AVG,2012-07-15,16
0014,81102,24-HR BLK AVG,2012-07-16,19
0014,81102,24-HR BLK AVG,2012-07-17,18
0014,81102,24-HR BLK AVG,2012-07-18,15
0014,81102,24-HR BLK AVG,2012-07-19,13
0014,81102,24-HR BLK AVG,2012-07-20,14
0014,81102,24-HR BLK AVG,2012-07-21,21
0014,81102,24-HR BLK AVG,2012-07-22,71
0014,81102,24-HR BLK AVG,2012-07-23,59
0014,81102,24-HR BLK AVG,2012-07-24,15
0014,81102,24-HR BLK AVG,2012-07-25,11
0014,81102,24-HR BLK AVG,2012-07-26,11
0014,81102,24-HR BLK AVG,2012-07-27,9
0014,81102,24-HR BLK AVG,2012-07-28,11
0014,81102,24-HR BLK AVG,2012-07-29,19
0014,81102,24-HR BLK AVG,2012-07-30,24
0014,81102,24-HR BLK AVG,2012-07-31,11
0014,81102,24-HR BLK AVG,2012-08-01,9
0014,81102,24-HR BLK AVG,2012-08-02,13
0014,81102,24-HR BLK AVG,2012-08-03,20
0014,81102,24-HR BLK AVG,2012-08-04,17
0014,81102,24-HR BLK AVG,2012-08-05,13
0014,81102,24-HR BLK AVG,2012-08-06,19
0014,81102,24-HR BLK AVG,2012-08-07,19
0014,81102,24-HR BLK AVG,2012-08-08,21
0014,81102,24-HR BLK AVG,2012-08-09,24
0014,81102,24-HR BLK AVG,2012-08-10,32
0014,81102,24-HR BLK AVG,2012-08-11,28
0014,81102,24-HR BLK AVG,2012-08-12,19
0014,81102,24-HR BLK AVG,2012-08-13,15
0014,81102,24-HR BLK AVG,2012-08-14,21
0014,81102,24-HR BLK AVG,2012-08-15,23
0014,81102,24-HR BLK AVG,2012-08-16,45
0014,81102,24-HR BLK AVG,2012-08-17,24
0014,81102,24-HR BLK AVG,2012-08-18,32
0014,81102,24-HR BLK AVG,2012-08-19,15
0014,81102,24-HR BLK AVG,2012-08-20,23
0014,81102,24-HR BLK AVG,2012-08-21,21
0014,81102,24-HR BLK AVG,2012-08-22,12
0014,81102,24-HR BLK AVG,2012-08-23,8
0014,81102,24-HR BLK AVG,2012-08-24,17
0014,81102,24-HR BLK AVG,2012-08-25,13
0014,81102,24-HR BLK AVG,2012-08-26,21
0014,81102,24-HR BLK AVG,2012-08-27,11
0014,81102,24-HR BLK AVG,2012-08-28,13
0014,81102,24-HR BLK AVG,2012-08-29,19
0014,81102,24-HR BLK AVG,2012-08-30,36
0014,81102,24-HR BLK AVG,2012-08-31,18
0014,81102,24-HR BLK AVG,2012-09-01,13
0014,81102,24-HR BLK AVG,2012-09-02,11
0014,81102,24-HR BLK AVG,2012-09-03,15
0014,81102,24-HR BLK AVG,2012-09-04,18
0014,81102,24-HR BLK AVG,2012-09-05,26
0014,81102,24-HR BLK AVG,2012-09-06,15
0014,81102,24-HR BLK AVG,2012-09-07,18
0014,81102,24-HR BLK AVG,2012-09-08,26
0014,81102,24-HR BLK AVG,2012-09-09,18
0014,81102,24-HR BLK AVG,2012-09-10,76
0014,81102,24-HR BLK AVG,2012-09-11,13
0014,81102,24-HR BLK AVG,2012-09-12,15
0014,81102,24-HR BLK AVG,2012-09-13,18
0014,81102,24-HR BLK AVG,2012-09-14,21
0014,81102,24-HR BLK AVG,2012-09-15,15
0014,81102,24-HR BLK AVG,2012-09-16,13
0014,81102,24-HR BLK AVG,2012-09-17,19
0014,81102,24-HR BLK AVG,2012-09-18,21
0014,81102,24-HR BLK AVG,2012-09-19,22
0014,81102,24-HR BLK AVG,2012-09-20,19
0014,81102,24-HR BLK AVG,2012-09-21,23
0014,81102,24-HR BLK AVG,2012-09-22,20
0014,81102,24-HR BLK AVG,2012-09-23,25
0014,81102,24-HR BLK AVG,2012-09-24,31
0014,81102,24-HR BLK AVG,2012-09-25,28
0014,81102,24-HR BLK AVG,2012-09-26,17
0014,81102,24-HR BLK AVG,2012-09-27,19
0014,81102,24-HR BLK AVG,2012-09-28,22
0014,81102,24-HR BLK AVG,2012-09-29,21
0014,81102,24-HR BLK AVG,2012-09-30,18
0014,81102,24-HR BLK AVG,2012-10-01,22
0014,81102,24-HR BLK AVG,2012-10-02,18
0014,81102,24-HR BLK AVG,2012-10-03,32
0014,81102,24-HR BLK AVG,2012-10-04,30
0014,81102,24-HR BLK AVG,2012-10-05,42
0014,81102,24-HR BLK AVG,2012-10-06,26
0014,81102,24-HR BLK AVG,2012-10-07,23
0014,81102,24-HR BLK AVG,2012-10-08,24
0014,81102,24-HR BLK AVG,2012-10-09,19
0014,81102,24-HR BLK AVG,2012-10-10,25
0014,81102,24-HR BLK AVG,2012-10-11,13
0014,81102,24-HR BLK AVG,2012-10-12,10
0014,81102,24-HR BLK AVG,2012-10-13,14
0014,81102,24-HR BLK AVG,2012-10-14,14
0014,81102,24-HR BLK AVG,2012-10-15,13
0014,81102,24-HR BLK AVG,2012-10-16,12
0014,81102,24-HR BLK AVG,2012-10-17,31
0014,81102,24-HR BLK AVG,2012-10-18,29
0014,81102,24-HR BLK AVG,2012-10-19,18
0014,81102,24-HR BLK AVG,2012-10-20,20
0014,81102,24-HR BLK AVG,2012-10-21,25
0014,81102,24-HR BLK AVG,2012-10-22,29
0014,81102,24-HR BLK AVG,2012-10-23,23
0014,81102,24-HR BLK AVG,2012-10-24,15
0014,81102,24-HR BLK AVG,2012-10-25,16
0014,81102,24-HR BLK AVG,2012-10-26,13
0014,81102,24-HR BLK AVG,2012-10-27,16
0014,81102,24-HR BLK AVG,2012-10-28,12
0014,81102,24-HR BLK AVG,2012-10-29,20
0014,81102,24-HR BLK AVG,2012-10-30,18
0014,81102,24-HR BLK AVG,2012-10-31,20
0015,81102,24-HR BLK AVG,2012-05-01,25
0015,81102,24-HR BLK AVG,2012-05-02,19
0015,81102,24-HR BLK AVG,2012-05-03,27
0015,81102,24-HR BLK AVG,2012-05-04,17
0015,81102,24-HR BLK AVG,2012-05-05,23
0015,81102,24-HR BLK AVG,2012-05-06,14
0015,81102,24-HR BLK AVG,2012-05-07,51
0015,81102,24-HR BLK AVG,2012-05-08,14
0015,81102,24-HR BLK AVG,2012-05-09,13
0015,81102,24-HR BLK AVG,2012-05-10,22
0015,81102,24-HR BLK AVG,2012-05-11,27
0015,81102,24-HR BLK AVG,2012-05-12,21
0015,81102,24-HR BLK AVG,2012-05-13,15
0015,81102,24-HR BLK AVG,2012-05-14,32
0015,81102,24-HR BLK AVG,2012-05-15,19
0015,81102,24-HR BLK AVG,2012-05-16,32
0015,81102,24-HR BLK AVG,2012-05-17,55
0015,81102,24-HR BLK AVG,2012-05-18,30
0015,81102,24-HR BLK AVG,2012-05-19,15
0015,81102,24-HR BLK AVG,2012-05-20,12
0015,81102,24-HR BLK AVG,2012-05-21,17
0015,81102,24-HR BLK AVG,2012-05-22,25
0015,81102,24-HR BLK AVG,2012-05-23,61
0015,81102,24-HR BLK AVG,2012-05-24,39
0015,81102,24-HR BLK AVG,2012-05-25,71
0015,81102,24-HR BLK AVG,2012-05-26,9
0015,81102,24-HR BLK AVG,2012-05-27,9
0015,81102,24-HR BLK AVG,2012-05-28,6
0015,81102,24-HR BLK AVG,2012-05-29,17
0015,81102,24-HR BLK AVG,2012-05-30,14
0015,81102,24-HR BLK AVG,2012-05-31,15
0015,81102,24-HR BLK AVG,2012-06-01,19
0015,81102,24-HR BLK AVG,2012-06-02,19
0015,81102,24-HR BLK AVG,2012-06-03,21
0015,81102,24-HR BLK AVG,2012-06-04,52
0015,81102,24-HR BLK AVG,2012-06-05,28
0015,81102,24-HR BLK AVG,2012-06-06,13
0015,81102,24-HR BLK AVG,2012-06-07,17
0015,81102,24-HR BLK AVG,2012-06-08,30
0015,81102,24-HR BLK AVG,2012-06-09,31
0015,81102,24-HR BLK AVG,2012-06-10,15
0015,81102,24-HR BLK AVG,2012-06-11,16
0015,81102,24-HR BLK AVG,2012-06-12,15
0015,81102,24-HR BLK AVG,2012-06-13,19
0015,81102,24-HR BLK AVG,2012-06-14,18
0015,81102,24-HR BLK AVG,2012-06-15,18
0015,81102,24-HR BLK AVG,2012-06-16,19
0015,81102,24-HR BLK AVG,2012-06-17,13
0015,81102,24-HR BLK AVG,2012-06-18,20
0015,81102,24-HR BLK AVG,2012-06-19,23
0015,81102,24-HR BLK AVG,2012-06-20,17
0015,81102,24-HR BLK AVG,2012-06-21,36
0015,81102,24-HR BLK AVG,2012-06-22,31
0015,81102,24-HR BLK AVG,2012-06-23,16
0015,81102,24-HR BLK AVG,2012-06-24,9
0015,81102,24-HR BLK AVG,2012-06-25,12
0015,81102,24-HR BLK AVG,2012-06-26,10
0015,81102,24-HR BLK AVG,2012-06-27,17
0015,81102,24-HR BLK AVG,2012-06-28,19
0015,81102,24-HR BLK AVG,2012-06-29,12
0015,81102,24-HR BLK AVG,2012-06-30,15
0015,81102,24-HR BLK AVG,2012-07-01,14
0015,81102,24-HR BLK AVG,2012-07-02,17
0015,81102,24-HR BLK AVG,2012-07-03,24
0015,81102,24-HR BLK AVG,2012-07-04,27
0015,81102,24-HR BLK AVG,2012-07-05,11
0015,81102,24-HR BLK AVG,2012-07-06,8
0015,81102,24-HR BLK AVG,2012-07-07,9
0015,81102,24-HR BLK AVG,2012-07-08,6
0015,81102,24-HR BLK AVG,2012-07-09,14
0015,81102,24-HR BLK AVG,2012-07-10,18
0015,81102,24-HR BLK AVG,2012-07-11,26
0015,81102,24-HR BLK AVG,2012-07-12,67
0015,81102,24-HR BLK AVG,2012-07-13,7
0015,81102,24-HR BLK AVG,2012-07-14,3
0015,81102,24-HR BLK AVG,2012-07-15,6
0015,81102,24-HR BLK AVG,2012-07-16,12
0015,81102,24-HR BLK AVG,2012-07-17,15
0015,81102,24-HR BLK AVG,2012-07-18,8
0015,81102,24-HR BLK AVG,2012-07-19,7
0015,81102,24-HR BLK AVG,2012-07-20,7
0015,81102,24-HR BLK AVG,2012-07-21,16
0015,81102,24-HR BLK AVG,2012-07-22,70
0015,81102,24-HR BLK AVG,2012-07-23,32
0015,81102,24-HR BLK AVG,2012-07-24,10
0015,81102,24-HR BLK AVG,2012-07-25,8
0015,81102,24-HR BLK AVG,2012-07-26,13
0015,81102,24-HR BLK AVG,2012-07-27,13
0015,81102,24-HR BLK AVG,2012-07-28,8
0015,81102,24-HR BLK AVG,2012-07-29,12
0015,81102,24-HR BLK AVG,2012-07-30,29
0015,81102,24-HR BLK AVG,2012-07-31,6
0015,81102,24-HR BLK AVG,2012-08-01,1
0015,81102,24-HR BLK AVG,2012-08-02,6
0015,81102,24-HR BLK AVG,2012-08-03,9
0015,81102,24-HR BLK AVG,2012-08-04,9
0015,81102,24-HR BLK AVG,2012-08-05,6
0015,81102,24-HR BLK AVG,2012-08-06,12
0015,81102,24-HR BLK AVG,2012-08-07,11
0015,81102,24-HR BLK AVG,2012-08-08,12
0015,81102,24-HR BLK AVG,2012-08-09,52
0015,81102,24-HR BLK AVG,2012-08-10,21
0015,81102,24-HR BLK AVG,2012-08-11,16
0015,81102,24-HR BLK AVG,2012-08-12,15
0015,81102,24-HR BLK AVG,2012-08-13,8
0015,81102,24-HR BLK AVG,2012-08-14,12
0015,81102,24-HR BLK AVG,2012-08-15,15
0015,81102,24-HR BLK AVG,2012-08-16,37
0015,81102,24-HR BLK AVG,2012-08-17,20
0015,81102,24-HR BLK AVG,2012-08-18,22
0015,81102,24-HR BLK AVG,2012-08-19,6
0015,81102,24-HR BLK AVG,2012-08-20,14
0015,81102,24-HR BLK AVG,2012-08-21,10
0015,81102,24-HR BLK AVG,2012-08-22,4
0015,81102,24-HR BLK AVG,2012-08-23,0
0015,81102,24-HR BLK AVG,2012-08-24,6
0015,81102,24-HR BLK AVG,2012-08-25,6
0015,81102,24-HR BLK AVG,2012-08-26,10
0015,81102,24-HR BLK AVG,2012-08-27,5
0015,81102,24-HR BLK AVG,2012-08-28,6
0015,81102,24-HR BLK AVG,2012-08-29,9
0015,81102,24-HR BLK AVG,2012-09-05,13
0015,81102,24-HR BLK AVG,2012-09-06,6
0015,81102,24-HR BLK AVG,2012-09-07,8
0015,81102,24-HR BLK AVG,2012-09-08,12
0015,81102,24-HR BLK AVG,2012-09-09,9
0015,81102,24-HR BLK AVG,2012-09-10,70
0015,81102,24-HR BLK AVG,2012-09-11,6
0015,81102,24-HR BLK AVG,2012-09-12,14
0015,81102,24-HR BLK AVG,2012-09-13,9
0015,81102,24-HR BLK AVG,2012-09-14,10
0015,81102,24-HR BLK AVG,2012-09-15,8
0015,81102,24-HR BLK AVG,2012-09-16,6
0015,81102,24-HR BLK AVG,2012-09-17,16
0015,81102,24-HR BLK AVG,2012-09-18,15
0015,81102,24-HR BLK AVG,2012-09-19,12
0015,81102,24-HR BLK AVG,2012-09-20,15
0015,81102,24-HR BLK AVG,2012-09-21,15
0015,81102,24-HR BLK AVG,2012-09-22,11
0015,81102,24-HR BLK AVG,2012-09-23,14
0015,81102,24-HR BLK AVG,2012-09-24,23
0015,81102,24-HR BLK AVG,2012-09-25,26
0015,81102,24-HR BLK AVG,2012-09-26,8
0015,81102,24-HR BLK AVG,2012-09-27,12
0015,81102,24-HR BLK AVG,2012-09-28,15
0015,81102,24-HR BLK AVG,2012-09-29,13
0015,81102,24-HR BLK AVG,2012-09-30,13
0015,81102,24-HR BLK AVG,2012-10-01,18
0015,81102,24-HR BLK AVG,2012-10-02,10
0015,81102,24-HR BLK AVG,2012-10-03,19
0015,81102,24-HR BLK AVG,2012-10-04,23
0015,81102,24-HR BLK AVG,2012-10-05,30
0015,81102,24-HR BLK AVG,2012-10-06,21
0015,81102,24-HR BLK AVG,2012-10-07,16
0015,81102,24-HR BLK AVG,2012-10-08,17
0015,81102,24-HR BLK AVG,2012-10-09,10
0015,81102,24-HR BLK AVG,2012-10-10,17
0015,81102,24-HR BLK AVG,2012-10-11,18
0015,81102,24-HR BLK AVG,2012-10-12,2
0015,81102,24-HR BLK AVG,2012-10-13,6
0015,81102,24-HR BLK AVG,2012-10-14,6
0015,81102,24-HR BLK AVG,2012-10-15,6
0015,81102,24-HR BLK AVG,2012-10-16,6
0015,81102,24-HR BLK AVG,2012-10-17,22
0015,81102,24-HR BLK AVG,2012-10-18,19
0015,81102,24-HR BLK AVG,2012-10-19,11
0015,81102,24-HR BLK AVG,2012-10-20,13
0015,81102,24-HR BLK AVG,2012-10-21,19
0015,81102,24-HR BLK AVG,2012-10-22,21
0015,81102,24-HR BLK AVG,2012-10-23,15
0015,81102,24-HR BLK AVG,2012-10-24,6
0015,81102,24-HR BLK AVG,2012-10-25,7
0015,81102,24-HR BLK AVG,2012-10-26,8
0015,81102,24-HR BLK AVG,2012-10-27,12
0015,81102,24-HR BLK AVG,2012-10-28,8
0015,81102,24-HR BLK AVG,2012-10-29,12
0015,81102,24-HR BLK AVG,2012-10-30,11
0015,81102,24-HR BLK AVG,2012-10-31,11
0011,81102,24-HR BLK AVG,2013-05-01,23
0011,81102,24-HR BLK AVG,2013-05-02,19
0011,81102,24-HR BLK AVG,2013-05-03,9
0011,81102,24-HR BLK AVG,2013-05-04,26
0011,81102,24-HR BLK AVG,2013-05-05,33
0011,81102,24-HR BLK AVG,2013-05-06,16
0011,81102,24-HR BLK AVG,2013-05-08,6
0011,81102,24-HR BLK AVG,2013-05-09,2
0011,81102,24-HR BLK AVG,2013-05-10,5
0011,81102,24-HR BLK AVG,2013-05-11,7
0011,81102,24-HR BLK AVG,2013-05-12,5
0011,81102,24-HR BLK AVG,2013-05-13,7
0011,81102,24-HR BLK AVG,2013-05-14,22
0011,81102,24-HR BLK AVG,2013-05-15,23
0011,81102,24-HR BLK AVG,2013-05-16,27
0011,81102,24-HR BLK AVG,2013-05-17,13
0011,81102,24-HR BLK AVG,2013-05-18,16
0011,81102,24-HR BLK AVG,2013-05-19,10
0011,81102,24-HR BLK AVG,2013-05-20,5
0011,81102,24-HR BLK AVG,2013-05-21,13
0011,81102,24-HR BLK AVG,2013-05-22,49
0011,81102,24-HR BLK AVG,2013-05-23,23
0011,81102,24-HR BLK AVG,2013-05-24,16
0011,81102,24-HR BLK AVG,2013-05-25,19
0011,81102,24-HR BLK AVG,2013-05-26,20
0011,81102,24-HR BLK AVG,2013-05-27,23
0011,81102,24-HR BLK AVG,2013-05-28,24
0011,81102,24-HR BLK AVG,2013-05-29,16
0011,81102,24-HR BLK AVG,2013-05-30,20
0011,81102,24-HR BLK AVG,2013-05-31,16
0011,81102,24-HR BLK AVG,2013-06-01,7
0011,81102,24-HR BLK AVG,2013-06-02,22
0011,81102,24-HR BLK AVG,2013-06-03,31
0011,81102,24-HR BLK AVG,2013-06-04,16
0011,81102,24-HR BLK AVG,2013-06-05,17
0011,81102,24-HR BLK AVG,2013-06-06,13
0011,81102,24-HR BLK AVG,2013-06-07,12
0011,81102,24-HR BLK AVG,2013-06-08,12
0011,81102,24-HR BLK AVG,2013-06-09,22
0011,81102,24-HR BLK AVG,2013-06-10,32
0011,81102,24-HR BLK AVG,2013-06-11,19
0011,81102,24-HR BLK AVG,2013-06-12,21
0011,81102,24-HR BLK AVG,2013-06-13,21
0011,81102,24-HR BLK AVG,2013-06-14,11
0011,81102,24-HR BLK AVG,2013-06-15,13
0011,81102,24-HR BLK AVG,2013-06-16,12
0011,81102,24-HR BLK AVG,2013-06-17,13
0011,81102,24-HR BLK AVG,2013-06-18,35
0011,81102,24-HR BLK AVG,2013-06-19,22
0011,81102,24-HR BLK AVG,2013-06-20,15
0011,81102,24-HR BLK AVG,2013-06-21,17
0011,81102,24-HR BLK AVG,2013-06-22,16
0011,81102,24-HR BLK AVG,2013-06-23,22
0011,81102,24-HR BLK AVG,2013-06-24,16
0011,81102,24-HR BLK AVG,2013-06-25,12
0011,81102,24-HR BLK AVG,2013-06-26,10
0011,81102,24-HR BLK AVG,2013-06-27,15
0011,81102,24-HR BLK AVG,2013-06-28,15
0011,81102,24-HR BLK AVG,2013-06-29,16
0011,81102,24-HR BLK AVG,2013-06-30,17
0011,81102,24-HR BLK AVG,2013-07-01,22
0011,81102,24-HR BLK AVG,2013-07-02,23
0011,81102,24-HR BLK AVG,2013-07-03,31
0011,81102,24-HR BLK AVG,2013-07-16,21
0011,81102,24-HR BLK AVG,2013-07-23,7
0011,81102,24-HR BLK AVG,2013-07-24,8
0011,81102,24-HR BLK AVG,2013-07-25,12
0011,81102,24-HR BLK AVG,2013-07-26,20
0011,81102,24-HR BLK AVG,2013-07-27,7
0011,81102,24-HR BLK AVG,2013-07-28,14
0011,81102,24-HR BLK AVG,2013-07-29,15
0011,81102,24-HR BLK AVG,2013-07-30,11
0011,81102,24-HR BLK AVG,2013-07-31,14
0011,81102,24-HR BLK AVG,2013-08-01,12
0011,81102,24-HR BLK AVG,2013-08-02,14
0011,81102,24-HR BLK AVG,2013-08-03,11
0011,81102,24-HR BLK AVG,2013-08-04,10
0011,81102,24-HR BLK AVG,2013-08-05,8
0011,81102,24-HR BLK AVG,2013-08-06,9
0011,81102,24-HR BLK AVG,2013-08-07,17
