site_number,parameter_code,sample_duration,date_local,aqi
0011,81102,24-HR BLK AVG,2008-06-03,30
0011,81102,24-HR BLK AVG,2008-06-04,55
0011,81102,24-HR BLK AVG,2008-06-05,9
0011,81102,24-HR BLK AVG,2008-06-06,28
0011,81102,24-HR BLK AVG,2008-06-07,21
0011,81102,24-HR BLK AVG,2008-06-08,8
0011,81102,24-HR BLK AVG,2008-06-09,12
0011,81102,24-HR BLK AVG,2008-06-10,34
0011,81102,24-HR BLK AVG,2008-06-11,16
0011,81102,24-HR BLK AVG,2008-06-12,12
0011,81102,24-HR BLK AVG,2008-06-13,12
0011,81102,24-HR BLK AVG,2008-06-14,19
0011,81102,24-HR BLK AVG,2008-06-15,23
0011,81102,24-HR BLK AVG,2008-06-16,24
0011,81102,24-HR BLK AVG,2008-06-17,19
0011,81102,24-HR BLK AVG,2008-06-18,14
0011,81102,24-HR BLK AVG,2008-06-19,10
0011,81102,24-HR BLK AVG,2008-06-20,17
0011,81102,24-HR BLK AVG,2008-06-21,19
0011,81102,24-HR BLK AVG,2008-06-22,22
0011,81102,24-HR BLK AVG,2008-06-23,25
0011,81102,24-HR BLK AVG,2008-06-24,29
0011,81102,24-HR BLK AVG,2008-06-25,31
0011,81102,24-HR BLK AVG,2008-06-26,34
0011,81102,24-HR BLK AVG,2008-06-27,23
0011,81102,24-HR BLK AVG,2008-06-28,20
0011,81102,24-HR BLK AVG,2008-06-29,16
0011,81102,24-HR BLK AVG,2008-06-30,19
0011,81102,24-HR BLK AVG,2008-07-01,10
0011,81102,24-HR BLK AVG,2008-07-02,10
0011,81102,24-HR BLK AVG,2008-07-03,22
0011,81102,24-HR BLK AVG,2008-07-04,22
0011,81102,24-HR BLK AVG,2008-07-05,14
0011,81102,24-HR BLK AVG,2008-07-06,10
0011,81102,24-HR BLK AVG,2008-07-07,9
0011,81102,24-HR BLK AVG,2008-07-08,17
0011,81102,24-HR BLK AVG,2008-07-09,17
0011,81102,24-HR BLK AVG,2008-07-10,42
0011,81102,24-HR BLK AVG,2008-07-11,29
0011,81102,24-HR BLK AVG,2008-07-12,12
0011,81102,24-HR BLK AVG,2008-07-17,14
0011,81102,24-HR BLK AVG,2008-07-18,17
0011,81102,24-HR BLK AVG,2008-07-19,19
0011,81102,24-HR BLK AVG,2008-07-20,29
0011,81102,24-HR BLK AVG,2008-07-21,16
0011,81102,24-HR BLK AVG,2008-07-22,14
0011,81102,24-HR BLK AVG,2008-07-23,17
0011,81102,24-HR BLK AVG,2008-07-24,11
0011,81102,24-HR BLK AVG,2008-07-25,15
0011,81102,24-HR BLK AVG,2008-07-26,21
0011,81102,24-HR BLK AVG,2008-07-27,20
0011,81102,24-HR BLK AVG,2008-07-28,25
0011,81102,24-HR BLK AVG,2008-07-29,22
0011,81102,24-HR BLK AVG,2008-07-30,23
0011,81102,24-HR BLK AVG,2008-07-31,15
0011,81102,24-HR BLK AVG,2008-08-01,16
0011,81102,24-HR BLK AVG,2008-08-02,12
0011,81102,24-HR BLK AVG,2008-08-03,20
0011,81102,24-HR BLK AVG,2008-08-04,26
0011,81102,24-HR BLK AVG,2008-08-05,17
0011,81102,24-HR BLK AVG,2008-08-06,19
0011,81102,24-HR BLK AVG,2008-08-07,17
0011,81102,24-HR BLK AVG,2008-08-08,16
0011,81102,24-HR BLK AVG,2008-08-09,16
0011,81102,24-HR BLK AVG,2008-08-10,9
0011,81102,24-HR BLK AVG,2008-08-11,8
0011,81102,24-HR BLK AVG,2008-08-12,14
0011,81102,24-HR BLK AVG,2008-08-13,13
0011,81102,24-HR BLK AVG,2008-08-14,16
0011,81102,24-HR BLK AVG,2008-08-15,27
0011,81102,24-HR BLK AVG,2008-08-16,31
0011,81102,24-HR BLK AVG,2008-08-17,28
0011,81102,24-HR BLK AVG,2008-08-18,19
0011,81102,24-HR BLK AVG,2008-08-19,18
0011,81102,24-HR BLK AVG,2008-08-20,18
0011,81102,24-HR BLK AVG,2008-08-21,16
0011,81102,24-HR BLK AVG,2008-08-22,17
0011,81102,24-HR BLK AVG,2008-08-23,14
0011,81102,24-HR BLK AVG,2008-08-24,16
0011,81102,24-HR BLK AVG,2008-08-25,19
0011,81102,24-HR BLK AVG,2008-08-26,30
0011,81102,24-HR BLK AVG,2008-08-27,19
0011,81102,24-HR BLK AVG,2008-08-28,14
0011,81102,24-HR BLK AVG,2008-08-29,19
0011,81102,24-HR BLK AVG,2008-08-30,19
0011,81102,24-HR BLK AVG,2008-08-31,54
0011,81102,24-HR BLK AVG,2008-09-01,25
0011,81102,24-HR BLK AVG,2008-09-02,13
0011,81102,24-HR BLK AVG,2008-09-03,12
0011,81102,24-HR BLK AVG,2008-09-04,13
0011,81102,24-HR BLK AVG,2008-09-05,12
0011,81102,24-HR BLK AVG,2008-09-06,8
0011,81102,24-HR BLK AVG,2008-09-07,14
0011,81102,24-HR BLK AVG,2008-09-08,34
0011,81102,24-HR BLK AVG,2008-09-09,18
0011,81102,24-HR BLK AVG,2008-09-10,19
0011,81102,24-HR BLK AVG,2008-09-11,12
0011,81102,24-HR BLK AVG,2008-09-12,9
0011,81102,24-HR BLK AVG,2008-09-13,9
0011,81102,24-HR BLK AVG,2008-09-14,12
0011,81102,24-HR BLK AVG,2008-09-15,16
0011,81102,24-HR BLK AVG,2008-09-16,23
0011,81102,24-HR BLK AVG,2008-09-17,19
0011,81102,24-HR BLK AVG,2008-09-18,15
0011,81102,24-HR BLK AVG,2008-09-19,13
0011,81102,24-HR BLK AVG,2008-09-20,13
0011,81102,24-HR BLK AVG,2008-09-21,19
0011,81102,24-HR BLK AVG,2008-09-22,15
0011,81102,24-HR BLK AVG,2008-09-23,13
0011,81102,24-HR BLK AVG,2008-09-24,13
0011,81102,24-HR BLK AVG,2008-09-25,15
0011,81102,24-HR BLK AVG,2008-09-26,19
0011,81102,24-HR BLK AVG,2008-09-27,16
0011,81102,24-HR BLK AVG,2008-09-28,21
0011,81102,24-HR BLK AVG,2008-09-29,19
0011,81102,24-HR BLK AVG,2008-09-30,23
0011,81102,24-HR BLK AVG,2008-10-01,21
0011,81102,24-HR BLK AVG,2008-10-02,24
0011,81102,24-HR BLK AVG,2008-10-03,22
0011,81102,24-HR BLK AVG,2008-10-04,19
0011,81102,24-HR BLK AVG,2008-10-05,11
0011,81102,24-HR BLK AVG,2008-10-06,8
0011,81102,24-HR BLK AVG,2008-10-09,27
0011,81102,24-HR BLK AVG,2008-10-10,37
0011,81102,24-HR BLK AVG,2008-10-11,12
0011,81102,24-HR BLK AVG,2008-10-12,6
0011,81102,24-HR BLK AVG,2008-10-13,6
0011,81102,24-HR BLK AVG,2008-10-14,7
0012,81102,24-HR BLK AVG,2008-05-01,19
0012,81102,24-HR BLK AVG,2008-05-02,8
0012,81102,24-HR BLK AVG,2008-05-03,14
0012,81102,24-HR BLK AVG,2008-05-04,18
0012,81102,24-HR BLK AVG,2008-05-05,27
0012,81102,24-HR BLK AVG,2008-05-06,16
0012,81102,24-HR BLK AVG,2008-05-07,31
0012,81102,24-HR BLK AVG,2008-05-08,19
0012,81102,24-HR BLK AVG,2008-05-09,22
0012,81102,24-HR BLK AVG,2008-05-10,24
0012,81102,24-HR BLK AVG,2008-05-11,20
0012,81102,24-HR BLK AVG,2008-05-12,45
0012,81102,24-HR BLK AVG,2008-05-13,13
0012,81102,24-HR BLK AVG,2008-05-14,13
0012,81102,24-HR BLK AVG,2008-05-15,6
0012,81102,24-HR BLK AVG,2008-05-16,9
0012,81102,24-HR BLK AVG,2008-05-17,7
0012,81102,24-HR BLK AVG,2008-05-18,10
0012,81102,24-HR BLK AVG,2008-05-19,16
0012,81102,24-HR BLK AVG,2008-05-20,34
0012,81102,24-HR BLK AVG,2008-05-21,60
0012,81102,24-HR BLK AVG,2008-05-23,25
0012,81102,24-HR BLK AVG,2008-05-24,4
0012,81102,24-HR BLK AVG,2008-05-25,5
0012,81102,24-HR BLK AVG,2008-05-26,4
0012,81102,24-HR BLK AVG,2008-05-27,4
0012,81102,24-HR BLK AVG,2008-05-29,8
0012,81102,24-HR BLK AVG,2008-05-30,8
0012,81102,24-HR BLK AVG,2008-05-31,5
0012,81102,24-HR BLK AVG,2008-06-01,7
0012,81102,24-HR BLK AVG,2008-06-02,8
0012,81102,24-HR BLK AVG,2008-06-03,19
0012,81102,24-HR BLK AVG,2008-06-04,86
0012,81102,24-HR BLK AVG,2008-06-05,14
0012,81102,24-HR BLK AVG,2008-06-06,15
0012,81102,24-HR BLK AVG,2008-06-07,12
0012,81102,24-HR BLK AVG,2008-06-08,6
0012,81102,24-HR BLK AVG,2008-06-09,9
0012,81102,24-HR BLK AVG,2008-06-10,23
0012,81102,24-HR BLK AVG,2008-06-11,10
0012,81102,24-HR BLK AVG,2008-06-12,9
0012,81102,24-HR BLK AVG,2008-06-13,11
0012,81102,24-HR BLK AVG,2008-06-14,13
0012,81102,24-HR BLK AVG,2008-06-15,15
0012,81102,24-HR BLK AVG,2008-06-16,8
0012,81102,24-HR BLK AVG,2008-06-17,6
0012,81102,24-HR BLK AVG,2008-06-18,10
0012,81102,24-HR BLK AVG,2008-06-19,8
0012,81102,24-HR BLK AVG,2008-06-20,15
0012,81102,24-HR BLK AVG,2008-06-21,20
0012,81102,24-HR BLK AVG,2008-06-22,11
0012,81102,24-HR BLK AVG,2008-06-23,20
0012,81102,24-HR BLK AVG,2008-06-24,21
0012,81102,24-HR BLK AVG,2008-06-25,22
0012,81102,24-HR BLK AVG,2008-06-26,30
0012,81102,24-HR BLK AVG,2008-06-27,16
0012,81102,24-HR BLK AVG,2008-06-28,10
0012,81102,24-HR BLK AVG,2008-06-29,11
0012,81102,24-HR BLK AVG,2008-06-30,11
0012,81102,24-HR BLK AVG,2008-07-01,9
0012,81102,24-HR BLK AVG,2008-07-02,13
0012,81102,24-HR BLK AVG,2008-07-03,11
0012,81102,24-HR BLK AVG,2008-07-04,17
0012,81102,24-HR BLK AVG,2008-07-05,8
0012,81102,24-HR BLK AVG,2008-07-06,11
0012,81102,24-HR BLK AVG,2008-07-07,12
0012,81102,24-HR BLK AVG,2008-07-08,14
0012,81102,24-HR BLK AVG,2008-07-09,14
0012,81102,24-HR BLK AVG,2008-07-10,39
0012,81102,24-HR BLK AVG,2008-07-11,16
0012,81102,24-HR BLK AVG,2008-07-12,6
0012,81102,24-HR BLK AVG,2008-07-17,22
0012,81102,24-HR BLK AVG,2008-07-18,19
0012,81102,24-HR BLK AVG,2008-07-19,14
0012,81102,24-HR BLK AVG,2008-07-20,30
0012,81102,24-HR BLK AVG,2008-07-21,10
0012,81102,24-HR BLK AVG,2008-07-22,11
0012,81102,24-HR BLK AVG,2008-07-23,16
0012,81102,24-HR BLK AVG,2008-07-24,9
0012,81102,24-HR BLK AVG,2008-07-25,12
0012,81102,24-HR BLK AVG,2008-07-26,18
0012,81102,24-HR BLK AVG,2008-07-27,15
0012,81102,24-HR BLK AVG,2008-07-28,19
0012,81102,24-HR BLK AVG,2008-07-29,16
0012,81102,24-HR BLK AVG,2008-07-30,19
0012,81102,24-HR BLK AVG,2008-07-31,11
0012,81102,24-HR BLK AVG,2008-08-01,19
0012,81102,24-HR BLK AVG,2008-08-02,11
0012,81102,24-HR BLK AVG,2008-08-03,14
0012,81102,24-HR BLK AVG,2008-08-04,22
0012,81102,24-HR BLK AVG,2008-08-05,14
0012,81102,24-HR BLK AVG,2008-08-06,17
0012,81102,24-HR BLK AVG,2008-08-07,13
0012,81102,24-HR BLK AVG,2008-08-08,11
0012,81102,24-HR BLK AVG,2008-08-09,11
0012,81102,24-HR BLK AVG,2008-08-10,10
0012,81102,24-HR BLK AVG,2008-08-11,15
0012,81102,24-HR BLK AVG,2008-08-12,18
0012,81102,24-HR BLK AVG,2008-08-13,19
0012,81102,24-HR BLK AVG,2008-08-14,19
0012,81102,24-HR BLK AVG,2008-08-15,30
0012,81102,24-HR BLK AVG,2008-08-16,25
0012,81102,24-HR BLK AVG,2008-08-17,25
0012,81102,24-HR BLK AVG,2008-08-18,17
0012,81102,24-HR BLK AVG,2008-08-19,17
0012,81102,24-HR BLK AVG,2008-08-20,18
0012,81102,24-HR BLK AVG,2008-08-21,16
0012,81102,24-HR BLK AVG,2008-08-22,14
0012,81102,24-HR BLK AVG,2008-08-23,15
0012,81102,24-HR BLK AVG,2008-08-24,15
0012,81102,24-HR BLK AVG,2008-08-25,28
0012,81102,24-HR BLK AVG,2008-08-26,27
0012,81102,24-HR BLK AVG,2008-08-27,22
0012,81102,24-HR BLK AVG,2008-08-28,19
0012,81102,24-HR BLK AVG,2008-08-29,23
0012,81102,24-HR BLK AVG,2008-08-30,14
0012,81102,24-HR BLK AVG,2008-08-31,50
0012,81102,24-HR BLK AVG,2008-09-01,21
0012,81102,24-HR BLK AVG,2008-09-02,19
0012,81102,24-HR BLK AVG,2008-09-03,19
0012,81102,24-HR BLK AVG,2008-09-04,16
0012,81102,24-HR BLK AVG,2008-09-05,20
0012,81102,24-HR BLK AVG,2008-09-06,15
0012,81102,24-HR BLK AVG,2008-09-07,19
0012,81102,24-HR BLK AVG,2008-09-08,68
0012,81102,24-HR BLK AVG,2008-09-09,19
0012,81102,24-HR BLK AVG,2008-09-10,18
0012,81102,24-HR BLK AVG,2008-10-04,10
0012,81102,24-HR BLK AVG,2008-10-05,5
0012,81102,24-HR BLK AVG,2008-10-06,6
0012,81102,24-HR BLK AVG,2008-10-10,50
0012,81102,24-HR BLK AVG,2008-10-11,9
0012,81102,24-HR BLK AVG,2008-10-12,5
0012,81102,24-HR BLK AVG,2008-10-13,9
0013,81102,24-HR BLK AVG,2008-05-01,19
0013,81102,24-HR BLK AVG,2008-05-02,8
0013,81102,24-HR BLK AVG,2008-05-03,18
0013,81102,24-HR BLK AVG,2008-05-04,23
0013,81102,24-HR BLK AVG,2008-05-05,31
0013,81102,24-HR BLK AVG,2008-05-06,17
0013,81102,24-HR BLK AVG,2008-05-07,31
0013,81102,24-HR BLK AVG,2008-05-08,20
0013,81102,24-HR BLK AVG,2008-05-09,30
0013,81102,24-HR BLK AVG,2008-05-10,34
0013,81102,24-HR BLK AVG,2008-05-11,25
0013,81102,24-HR BLK AVG,2008-05-12,61
0013,81102,24-HR BLK AVG,2008-05-13,15
0013,81102,24-HR BLK AVG,2008-05-14,18
0013,81102,24-HR BLK AVG,2008-05-15,15
0013,81102,24-HR BLK AVG,2008-05-16,12
0013,81102,24-HR BLK AVG,2008-05-17,15
0013,81102,24-HR BLK AVG,2008-05-18,12
0013,81102,24-HR BLK AVG,2008-05-19,19
0013,81102,24-HR BLK AVG,2008-05-20,37
0013,81102,24-HR BLK AVG,2008-05-21,65
0013,81102,24-HR BLK AVG,2008-05-22,5
0013,81102,24-HR BLK AVG,2008-05-23,24
0013,81102,24-HR BLK AVG,2008-05-24,6
0013,81102,24-HR BLK AVG,2008-05-25,6
0013,81102,24-HR BLK AVG,2008-05-26,6
0013,81102,24-HR BLK AVG,2008-05-27,4
0013,81102,24-HR BLK AVG,2008-05-28,8
0013,81102,24-HR BLK AVG,2008-05-29,11
0013,81102,24-HR BLK AVG,2008-05-30,9
0013,81102,24-HR BLK AVG,2008-05-31,9
0013,81102,24-HR BLK AVG,2008-06-01,11
0013,81102,24-HR BLK AVG,2008-06-02,12
0013,81102,24-HR BLK AVG,2008-06-03,23
0013,81102,24-HR BLK AVG,2008-06-04,70
0013,81102,24-HR BLK AVG,2008-06-05,3
0013,81102,24-HR BLK AVG,2008-06-06,19
0013,81102,24-HR BLK AVG,2008-06-07,14
0013,81102,24-HR BLK AVG,2008-06-08,5
0013,81102,24-HR BLK AVG,2008-06-09,10
0013,81102,24-HR BLK AVG,2008-06-10,29
0013,81102,24-HR BLK AVG,2008-06-11,11
0013,81102,24-HR BLK AVG,2008-06-12,10
0013,81102,24-HR BLK AVG,2008-06-13,9
0013,81102,24-HR BLK AVG,2008-06-14,13
0013,81102,24-HR BLK AVG,2008-06-15,14
0013,81102,24-HR BLK AVG,2008-06-16,10
0013,81102,24-HR BLK AVG,2008-06-17,9
0013,81102,24-HR BLK AVG,2008-06-18,17
0013,81102,24-HR BLK AVG,2008-06-19,7
0013,81102,24-HR BLK AVG,2008-06-20,14
0013,81102,24-HR BLK AVG,2008-06-21,11
0013,81102,24-HR BLK AVG,2008-06-22,15
0013,81102,24-HR BLK AVG,2008-06-23,20
0013,81102,24-HR BLK AVG,2008-06-24,22
0013,81102,24-HR BLK AVG,2008-06-25,25
0013,81102,24-HR BLK AVG,2008-06-26,30
0013,81102,24-HR BLK AVG,2008-06-27,20
0013,81102,24-HR BLK AVG,2008-06-28,13
0013,81102,24-HR BLK AVG,2008-06-29,11
0013,81102,24-HR BLK AVG,2008-06-30,11
0013,81102,24-HR BLK AVG,2008-07-01,8
0013,81102,24-HR BLK AVG,2008-07-02,14
0013,81102,24-HR BLK AVG,2008-07-03,16
0013,81102,24-HR BLK AVG,2008-07-04,19
0013,81102,24-HR BLK AVG,2008-07-05,14
0013,81102,24-HR BLK AVG,2008-07-06,10
0013,81102,24-HR BLK AVG,2008-07-07,19
0013,81102,24-HR BLK AVG,2008-07-08,18
0013,81102,24-HR BLK AVG,2008-07-09,19
0013,81102,24-HR BLK AVG,2008-07-10,53
0013,81102,24-HR BLK AVG,2008-07-11,20
0013,81102,24-HR BLK AVG,2008-07-17,19
0013,81102,24-HR BLK AVG,2008-07-18,19
0013,81102,24-HR BLK AVG,2008-07-19,17
0013,81102,24-HR BLK AVG,2008-07-20,34
0013,81102,24-HR BLK AVG,2008-07-21,17
0013,81102,24-HR BLK AVG,2008-07-22,19
0013,81102,24-HR BLK AVG,2008-07-23,17
0013,81102,24-HR BLK AVG,2008-07-24,13
0013,81102,24-HR BLK AVG,2008-07-25,18
0013,81102,24-HR BLK AVG,2008-07-26,26
0013,81102,24-HR BLK AVG,2008-07-27,22
0013,81102,24-HR BLK AVG,2008-07-28,24
0013,81102,24-HR BLK AVG,2008-07-29,19
0013,81102,24-HR BLK AVG,2008-07-30,27
0013,81102,24-HR BLK AVG,2008-07-31,17
0013,81102,24-HR BLK AVG,2008-08-01,15
0013,81102,24-HR BLK AVG,2008-08-02,14
0013,81102,24-HR BLK AVG,2008-08-03,19
0013,81102,24-HR BLK AVG,2008-08-04,30
0013,81102,24-HR BLK AVG,2008-08-05,17
0013,81102,24-HR BLK AVG,2008-08-06,22
0013,81102,24-HR BLK AVG,2008-08-07,18
0013,81102,24-HR BLK AVG,2008-08-08,17
0013,81102,24-HR BLK AVG,2008-08-09,15
0013,81102,24-HR BLK AVG,2008-08-10,13
0013,81102,24-HR BLK AVG,2008-08-11,14
0013,81102,24-HR BLK AVG,2008-08-12,15
0013,81102,24-HR BLK AVG,2008-08-13,16
0013,81102,24-HR BLK AVG,2008-08-14,19
0013,81102,24-HR BLK AVG,2008-08-15,29
0013,81102,24-HR BLK AVG,2008-08-16,30
0013,81102,24-HR BLK AVG,2008-08-17,30
0013,81102,24-HR BLK AVG,2008-08-18,19
0013,81102,24-HR BLK AVG,2008-08-19,19
0013,81102,24-HR BLK AVG,2008-08-20,21
0013,81102,24-HR BLK AVG,2008-08-21,19
0013,81102,24-HR BLK AVG,2008-08-22,18
0013,81102,24-HR BLK AVG,2008-08-23,16
0013,81102,24-HR BLK AVG,2008-08-24,16
0013,81102,24-HR BLK AVG,2008-08-25,22
0013,81102,24-HR BLK AVG,2008-08-26,35
0013,81102,24-HR BLK AVG,2008-08-27,19
0013,81102,24-HR BLK AVG,2008-08-28,21
0013,81102,24-HR BLK AVG,2008-08-29,26
0013,81102,24-HR BLK AVG,2008-08-30,18
0013,81102,24-HR BLK AVG,2008-08-31,36
0013,81102,24-HR BLK AVG,2008-09-01,24
0013,81102,24-HR BLK AVG,2008-09-02,18
0013,81102,24-HR BLK AVG,2008-09-03,18
0013,81102,24-HR BLK AVG,2008-09-04,19
0013,81102,24-HR BLK AVG,2008-09-05,23
0013,81102,24-HR BLK AVG,2008-09-06,21
0013,81102,24-HR BLK AVG,2008-09-07,19
0013,81102,24-HR BLK AVG,2008-09-08,60
0013,81102,24-HR BLK AVG,2008-09-09,15
0013,81102,24-HR BLK AVG,2008-09-10,17
0013,81102,24-HR BLK AVG,2008-09-11,15
0013,81102,24-HR BLK AVG,2008-09-12,17
0013,81102,24-HR BLK AVG,2008-09-13,14
0013,81102,24-HR BLK AVG,2008-09-14,17
0013,81102,24-HR BLK AVG,2008-09-15,21
0013,81102,24-HR BLK AVG,2008-09-16,31
0013,81102,24-HR BLK AVG,2008-09-17,15
0013,81102,24-HR BLK AVG,2008-09-18,13
0013,81102,24-HR BLK AVG,2008-09-19,11
0013,81102,24-HR BLK AVG,2008-09-20,11
0013,81102,24-HR BLK AVG,2008-09-21,15
0013,81102,24-HR BLK AVG,2008-09-22,18
0013,81102,24-HR BLK AVG,2008-09-23,17
0013,81102,24-HR BLK AVG,2008-09-24,14
0013,81102,24-HR BLK AVG,2008-09-25,14
0013,81102,24-HR BLK AVG,2008-09-26,19
0013,81102,24-HR BLK AVG,2008-09-27,16
0013,81102,24-HR BLK AVG,2008-09-28,25
0013,81102,24-HR BLK AVG,2008-09-29,19
0013,81102,24-HR BLK AVG,2008-09-30,22
0013,81102,24-HR BLK AVG,2008-10-01,23
0013,81102,24-HR BLK AVG,2008-10-02,19
0013,81102,24-HR BLK AVG,2008-10-03,18
0013,81102,24-HR BLK AVG,2008-10-04,17
0013,81102,24-HR BLK AVG,2008-10-05,9
0013,81102,24-HR BLK AVG,2008-10-06,11
0013,81102,24-HR BLK AVG,2008-10-07,9
0013,81102,24-HR BLK AVG,2008-10-08,6
0013,81102,24-HR BLK AVG,2008-10-09,21
0013,81102,24-HR BLK AVG,2008-10-10,58
0013,81102,24-HR BLK AVG,2008-10-11,13
0013,81102,24-HR BLK AVG,2008-10-12,6
0013,81102,24-HR BLK AVG,2008-10-13,11
0013,81102,24-HR BLK AVG,2008-10-14,10
0013,81102,24-HR BLK AVG,2008-10-15,9
0013,81102,24-HR BLK AVG,2008-10-16,14
0013,81102,24-HR BLK AVG,2008-10-17,17
0013,81102,24-HR BLK AVG,2008-10-18,15
0013,81102,24-HR BLK AVG,2008-10-19,9
0013,81102,24-HR BLK AVG,2008-10-20,14
0013,81102,24-HR BLK AVG,2008-10-21,13
0013,81102,24-HR BLK AVG,2008-10-22,11
0013,81102,24-HR BLK AVG,2008-10-23,22
0013,81102,24-HR BLK AVG,2008-10-24,18
0013,81102,24-HR BLK AVG,2008-10-25,19
0013,81102,24-HR BLK AVG,2008-10-26,18
0013,81102,24-HR BLK AVG,2008-10-27,16
0013,81102,24-HR BLK AVG,2008-10-28,25
0013,81102,24-HR BLK AVG,2008-10-29,30
0013,81102,24-HR BLK AVG,2008-10-30,21
0013,81102,24-HR BLK AVG,2008-10-31,12
0014,81102,24-HR BLK AVG,2008-05-01,49
0014,81102,24-HR BLK AVG,2008-05-02,13
0014,81102,24-HR BLK AVG,2008-05-03,15
0014,81102,24-HR BLK AVG,2008-05-04,16
0014,81102,24-HR BLK AVG,2008-05-05,20
0014,81102,24-HR BLK AVG,2008-05-23,44
0014,81102,24-HR BLK AVG,2008-05-24,9
0014,81102,24-HR BLK AVG,2008-05-25,9
0014,81102,24-HR BLK AVG,2008-05-26,6
0014,81102,24-HR BLK AVG,2008-05-27,13
0014,81102,24-HR BLK AVG,2008-05-28,21
0014,81102,24-HR BLK AVG,2008-05-29,19
0014,81102,24-HR BLK AVG,2008-05-30,19
0014,81102,24-HR BLK AVG,2008-05-31,16
0014,81102,24-HR BLK AVG,2008-06-01,15
0014,81102,24-HR BLK AVG,2008-06-02,18
0014,81102,24-HR BLK AVG,2008-06-03,30
0014,81102,24-HR BLK AVG,2008-06-04,135
0014,81102,24-HR BLK AVG,2008-06-04,135
0014,81102,24-HR BLK AVG,2008-06-04,135
0014,81102,24-HR BLK AVG,2008-06-05,7
0014,81102,24-HR BLK AVG,2008-06-06,31
0014,81102,24-HR BLK AVG,2008-06-07,23
0014,81102,24-HR BLK AVG,2008-06-08,11
0014,81102,24-HR BLK AVG,2008-06-09,13
0014,81102,24-HR BLK AVG,2008-06-10,41
0014,81102,24-HR BLK AVG,2008-06-11,31
0014,81102,24-HR BLK AVG,2008-06-12,12
0014,81102,24-HR BLK AVG,2008-06-13,18
0014,81102,24-HR BLK AVG,2008-06-14,19
0014,81102,24-HR BLK AVG,2008-06-15,19
0014,81102,24-HR BLK AVG,2008-06-16,20
0014,81102,24-HR BLK AVG,2008-06-17,17
0014,81102,24-HR BLK AVG,2008-06-18,24
0014,81102,24-HR BLK AVG,2008-06-19,13
0014,81102,24-HR BLK AVG,2008-06-20,19
0014,81102,24-HR BLK AVG,2008-06-21,20
0014,81102,24-HR BLK AVG,2008-06-22,22
0014,81102,24-HR BLK AVG,2008-06-23,26
0014,81102,24-HR BLK AVG,2008-06-24,33
0014,81102,24-HR BLK AVG,2008-06-25,34
0014,81102,24-HR BLK AVG,2008-06-26,43
0014,81102,24-HR BLK AVG,2008-06-27,35
0014,81102,24-HR BLK AVG,2008-06-28,19
0014,81102,24-HR BLK AVG,2008-06-29,18
0014,81102,24-HR BLK AVG,2008-06-30,19
0014,81102,24-HR BLK AVG,2008-07-01,16
0014,81102,24-HR BLK AVG,2008-07-02,22
0014,81102,24-HR BLK AVG,2008-07-03,21
0014,81102,24-HR BLK AVG,2008-07-04,29
0014,81102,24-HR BLK AVG,2008-07-05,23
0014,81102,24-HR BLK AVG,2008-07-06,17
0014,81102,24-HR BLK AVG,2008-07-07,25
0014,81102,24-HR BLK AVG,2008-07-17,28
0014,81102,24-HR BLK AVG,2008-07-18,19
0014,81102,24-HR BLK AVG,2008-07-19,21
0014,81102,24-HR BLK AVG,2008-07-20,46
0014,81102,24-HR BLK AVG,2008-07-21,19
0014,81102,24-HR BLK AVG,2008-07-22,24
0014,81102,24-HR BLK AVG,2008-07-23,29
0014,81102,24-HR BLK AVG,2008-07-24,18
0014,81102,24-HR BLK AVG,2008-07-25,20
0014,81102,24-HR BLK AVG,2008-07-26,43
0014,81102,24-HR BLK AVG,2008-07-27,24
0014,81102,24-HR BLK AVG,2008-07-28,26
0014,81102,24-HR BLK AVG,2008-07-29,29
0014,81102,24-HR BLK AVG,2008-07-30,24
0014,81102,24-HR BLK AVG,2008-07-31,19
0014,81102,24-HR BLK AVG,2008-08-01,19
0014,81102,24-HR BLK AVG,2008-08-02,16
0014,81102,24-HR BLK AVG,2008-08-03,31
0014,81102,24-HR BLK AVG,2008-08-04,52
0014,81102,24-HR BLK AVG,2008-08-05,20
0014,81102,24-HR BLK AVG,2008-08-06,25
0014,81102,24-HR BLK AVG,2008-08-07,21
0014,81102,24-HR BLK AVG,2008-08-08,22
0014,81102,24-HR BLK AVG,2008-08-09,18
0014,81102,24-HR BLK AVG,2008-08-10,13
0014,81102,24-HR BLK AVG,2008-08-11,13
0014,81102,24-HR BLK AVG,2008-08-12,25
0014,81102,24-HR BLK AVG,2008-08-13,28
0014,81102,24-HR BLK AVG,2008-08-14,24
0014,81102,24-HR BLK AVG,2008-08-15,41
0014,81102,24-HR BLK AVG,2008-08-16,31
0014,81102,24-HR BLK AVG,2008-08-17,32
0014,81102,24-HR BLK AVG,2008-08-18,26
0014,81102,24-HR BLK AVG,2008-08-19,27
0014,81102,24-HR BLK AVG,2008-08-20,21
0014,81102,24-HR BLK AVG,2008-08-21,23
0014,81102,24-HR BLK AVG,2008-08-22,30
0014,81102,24-HR BLK AVG,2008-08-23,19
0014,81102,24-HR BLK AVG,2008-08-24,19
0014,81102,24-HR BLK AVG,2008-08-25,51
0014,81102,24-HR BLK AVG,2008-08-26,41
0014,81102,24-HR BLK AVG,2008-08-27,34
0014,81102,24-HR BLK AVG,2008-08-28,28
